step,epoch,elapsed_seconds,cross_refusal_deception_cosine,cross_refusal_sycophancy_cosine,cross_sycophancy_deception_cosine,deception_auroc_current,deception_auroc_fixed,deception_cosine_to_baseline,deception_direction_norm,deception_measurement_seconds,refusal_auroc_current,refusal_auroc_fixed,refusal_cosine_to_baseline,refusal_direction_norm,refusal_measurement_seconds,sycophancy_auroc_current,sycophancy_auroc_fixed,sycophancy_cosine_to_baseline,sycophancy_direction_norm,sycophancy_measurement_seconds
500,1.5984,7566.77595217,0.12326512485742569,0.02320949360728264,0.0045870281755924225,0.99,0.9924999999999999,0.7847543358802795,0.8383862376213074,18.028873473000203,0.945,0.9774999999999999,0.747536838054657,1.9138091802597046,17.06221687499965,1.0,0.9924999999999999,0.7681207656860352,0.17122022807598114,29.873831684000834
550,1.7584,8330.05609894,0.1221180409193039,0.029097462072968483,0.005854445975273848,0.985,0.9924999999999999,0.7847199440002441,0.8592541217803955,17.563236728999982,0.9450000000000001,0.9774999999999999,0.7630130052566528,1.9400959014892578,17.2296697590009,1.0,0.9924999999999999,0.7779671549797058,0.17686322331428528,29.570504148998225
600,1.9184,9075.800941618,0.12012540549039841,0.02548026666045189,0.00887507013976574,0.98,0.99,0.7978626489639282,0.8011816740036011,17.840768624000702,0.9525,0.9774999999999999,0.7609007358551025,1.9100499153137207,17.088475128000937,1.0,0.995,0.780520498752594,0.16191433370113373,29.838375015000565
650,2.0768,9826.124872972,0.11893627047538757,0.02267371118068695,-0.001141777727752924,0.9775,0.9825,0.7782893180847168,0.806978702545166,17.89449083799991,0.9475,0.9774999999999999,0.757183313369751,1.9456825256347656,17.13340638000045,1.0,0.9725,0.7541517019271851,0.15457004308700562,29.798124671999176
700,2.2368,10572.369633348999,0.11396028101444244,0.019486181437969208,-0.0009673638269305229,0.9874999999999999,0.9825,0.7985128164291382,0.8129056692123413,17.688476064000497,0.9575,0.9774999999999999,0.770760715007782,1.9647363424301147,17.17239575900021,1.0,0.995,0.7794304490089417,0.16628028452396393,29.73447374100033
750,2.3968,11311.351011412,0.11389379948377609,0.019335517659783363,0.002325577661395073,0.9874999999999999,0.975,0.7865443229675293,0.7944978475570679,17.864991446000204,0.9575,0.9774999999999999,0.7633739113807678,1.961659550666809,17.13220713499868,1.0,0.9924999999999999,0.7691799998283386,0.16587787866592407,29.7805595969985
800,2.5568,12071.63468078,0.10978131741285324,0.014853107742965221,0.002587859984487295,0.9874999999999999,0.9875,0.7875890135765076,0.8428815603256226,17.837017648000256,0.9550000000000001,0.9774999999999999,0.7519159317016602,1.9355803728103638,17.149919598999986,1.0,0.995,0.775266706943512,0.17338819801807404,29.829131488999337
850,2.7168,12836.699718556,0.1131611168384552,0.01483524776995182,0.0013689734041690826,0.9874999999999999,0.9924999999999999,0.7723069190979004,0.8555051684379578,17.7456977439997,0.9525,0.9774999999999999,0.7422279119491577,1.9383747577667236,17.261682489001032,1.0,0.995,0.7629048824310303,0.17235052585601807,29.5192817570005
900,2.8768000000000002,13588.793072067,0.11160281300544739,0.016320982947945595,-0.0020774456206709146,0.9874999999999999,0.99,0.7737861275672913,0.8686709403991699,17.70239112499985,0.95,0.9774999999999999,0.7497833967208862,1.9676730632781982,17.202245077000043,1.0,0.995,0.7638867497444153,0.17101387679576874,29.603210460998525
939,3.0,14175.277872887,0.1109478697180748,0.015491388738155365,-0.002091463189572096,0.9874999999999999,0.99,0.7730671763420105,0.868388831615448,17.718128917000286,0.95,0.9774999999999999,0.7477661967277527,1.9634748697280884,17.16498576199956,1.0,0.995,0.7631255388259888,0.17007288336753845,29.673908422999375
